CustomerID,Name,Age,Gender,Annual_Income,Spending_Score,Membership_Level,Purchase_Frequency,Churn_Status
CUST1178,Jeremy Hatfield,19,Male,76093,65,Silver,5.6,0
CUST1179,Amanda Underwood,50,Male,61704,67,Gold,1.2,0
CUST1180,Gary Murray,33,Female,75493,5,Gold,4.1,1
CUST1181,Brandon Watson,63,Female,72070,88,Silver,4.4,1
CUST1182,Tiffany Joyce DVM,61,Male,71053,41,Silver,3.3,1
CUST1183,Melissa Lee,21,Female,46204,10,Silver,7.1,0
CUST1184,Paul Hicks,41,Male,71156,91,Platinum,11.6,0
CUST1185,Nicholas Jones,27,Female,21711,11,Silver,8.1,0
CUST1186,Eric Hernandez,29,Male,62993,83,Silver,10.3,0
CUST1187,Susan Olsen,31,Female,64342,73,Basic,2.5,1
CUST1188,Daniel Martinez,33,Female,46416,4,Platinum,14.6,0
CUST1189,Teresa Williamson,37,Female,62712,6,Platinum,9.6,0
CUST1190,Xavier Rivera,30,Female,56304,15,Platinum,5.6,0
CUST1191,Kevin Curry,53,Male,70192,73,Platinum,1.6,0
CUST1192,Paul Rodriguez,65,Male,51666,5,Silver,10.5,0
CUST1193,John Sutton,28,Male,72676,20,Silver,2.2,1
CUST1194,Brian Wolfe,51,Female,65373,95,Platinum,13.7,0
CUST1195,William Moses,44,Female,58367,16,Silver,14.3,0
CUST1196,Samantha Fields,34,Female,55517,35,Gold,12.3,0
CUST1197,Peter Peterson,18,Female,40479,28,Gold,9.6,1
CUST1198,Charles Wang,69,Male,69760,39,Platinum,1.8,1
CUST1199,Kim Lewis,32,Female,27910,25,Basic,7.2,0
CUST1200,John Miller,27,Male,56019,70,Basic,7.7,0
CUST1201,Nicole Carroll,66,Female,56337,49,Platinum,3.4,1
CUST1202,Alexis Johnson,42,Male,67961,47,Silver,2.6,0
CUST1203,Jessica Bates,29,Male,83701,58,Gold,2.0,0
CUST1204,Sandy Hall,39,Male,85300,12,Silver,11.3,0
CUST1205,Sarah Miller,19,Female,68816,24,Silver,9.4,0
CUST1206,Nicholas Martinez,45,Male,79069,29,Gold,10.3,1
CUST1207,Darren Rose,68,Male,77115,75,Basic,5.9,0
CUST1208,Ryan Walsh,33,Male,69973,26,Silver,13.0,0
CUST1209,Sarah Coleman,22,Female,54143,10,Basic,3.1,1
CUST1210,Lindsay Matthews,38,Male,50219,52,Silver,14.4,0
CUST1211,Katherine Skinner,30,Male,49509,5,Basic,11.3,0
CUST1212,Kylie Kelly,59,Female,64763,73,Platinum,11.1,0
CUST1213,Heather Smith,27,Male,52845,23,Basic,1.7,1
CUST1214,Stacey Davis,45,Male,67095,70,Silver,8.9,1
CUST1215,Christopher Sanders,23,Female,43878,29,Platinum,4.6,1
CUST1216,Beth Mcgee,58,Female,66283,38,Silver,5.3,1
CUST1217,Brian Mcintosh,35,Male,43032,73,Gold,14.3,0
CUST1218,Lisa Park,69,Female,62875,92,Gold,12.8,0
CUST1219,Kimberly Davidson,62,Male,41729,70,Gold,3.1,1
CUST1220,David Lewis,57,Female,61603,47,Basic,12.3,0
CUST1221,Julia Bryant,23,Female,56086,64,Gold,14.5,0
CUST1222,Heather Lyons,27,Male,35378,95,Basic,13.1,0
CUST1223,Lisa Griffith,25,Male,69745,27,Gold,8.7,0
CUST1224,Jonathan King,29,Female,30331,35,Silver,6.0,1
CUST1225,Jeffrey Garner,48,Female,65146,22,Silver,8.2,0
CUST1226,Jessica Mack,46,Male,65583,12,Silver,12.8,0
CUST1227,Teresa Bailey,51,Male,52389,11,Gold,8.1,0
CUST1228,Cory Macdonald,62,Female,84975,71,Gold,6.8,1
CUST1229,Alyssa Vincent,19,Female,65445,83,Platinum,1.3,0
CUST1230,Sarah Long,51,Female,54457,70,Gold,4.3,0
CUST1231,Joyce Johns,50,Male,72430,32,Gold,9.2,0
CUST1232,Lisa Middleton,28,Female,62368,44,Gold,7.8,1
CUST1233,Bryan Lewis MD,22,Female,38522,84,Silver,6.0,1
CUST1234,Dean Nelson,57,Female,60469,14,Silver,9.1,0
CUST1235,Timothy Cummings,62,Male,44026,46,Basic,8.0,0
CUST1236,Erica Taylor,25,Male,81900,85,Platinum,4.5,1
CUST1237,Mikayla Page,41,Male,89009,94,Basic,6.3,0
CUST1238,Veronica Wong,32,Male,67568,78,Silver,4.0,1
CUST1239,Melinda Torres,51,Male,57361,92,Basic,5.4,0
CUST1240,Shannon Wood,59,Male,78605,75,Silver,12.9,0
CUST1241,Eric Walker,50,Female,70451,85,Silver,3.6,0
CUST1242,Joshua Spencer,26,Female,58283,45,Gold,2.6,1
CUST1243,Christopher Williams,65,Male,59745,93,Gold,12.7,0
CUST1244,Meghan Alexander,38,Female,43627,34,Silver,2.0,1
CUST1245,Kimberly Schultz,40,Female,53268,15,Silver,10.8,1
CUST1246,Monica Long,40,Female,49495,96,Basic,12.7,0
CUST1247,Rebecca Allen,40,Female,62102,62,Basic,3.0,1
CUST1248,Jeffery Jackson,44,Male,68372,18,Gold,8.8,0
CUST1249,Michael Mathis,47,Female,74200,36,Silver,2.3,1
CUST1250,Debbie Wong,62,Male,44436,15,Gold,2.0,1
CUST1251,Susan Mckay,41,Female,77920,70,Silver,8.4,0
CUST1252,Tonya Jenkins,57,Male,44287,94,Basic,13.2,0
CUST1253,Edwin Mays,50,Male,30802,70,Basic,11.2,1
CUST1254,Teresa Wilson,25,Male,70413,24,Basic,2.1,1
CUST1255,Spencer Nguyen,65,Female,65343,14,Gold,3.0,1
CUST1256,Jeffrey Gilbert,41,Female,74961,25,Silver,13.3,1
CUST1257,Christopher Bartlett,54,Male,70869,83,Basic,2.1,0
CUST1258,Stephen Wood,30,Female,38764,17,Basic,6.0,1
CUST1259,Stephanie Harris,67,Male,49984,64,Basic,4.9,0
CUST1260,Lisa Yoder,33,Female,61892,3,Basic,12.6,0
CUST1261,Ashley Hicks,33,Male,89598,57,Basic,8.8,0
CUST1262,Natalie Wolfe,64,Male,49554,90,Basic,5.4,0
CUST1263,Joanna Thomas,66,Female,38456,4,Silver,10.0,0
CUST1264,Brandon Edwards,45,Female,54720,90,Basic,10.1,0
CUST1265,Robert Ramirez,67,Female,69588,100,Gold,2.4,1
CUST1266,Danny Davis,59,Female,51308,35,Silver,1.8,1
CUST1267,Troy Conley,24,Female,51307,17,Silver,1.2,1
CUST1268,Kevin Hawkins,31,Female,61649,95,Silver,10.9,0
CUST1269,Timothy Sims,37,Female,61374,33,Silver,11.0,0
CUST1270,Lisa Harris,39,Female,69787,70,Basic,5.4,0
CUST1271,Ricardo Navarro,50,Female,39501,43,Gold,7.6,0
CUST1272,Melissa Harrison,51,Male,55747,47,Gold,8.5,1
CUST1273,Peter Garcia,30,Female,71843,60,Silver,5.9,0
CUST1274,Alexander Bennett,38,Male,66733,33,Platinum,4.3,1
CUST1275,Christopher Young,57,Female,38804,75,Gold,11.0,0
CUST1276,Hannah Wilson,48,Female,60493,90,Basic,4.7,0
CUST1277,Jeffrey Butler,47,Female,67907,72,Platinum,6.6,0
CUST1278,Darlene Diaz,23,Female,57043,26,Silver,1.6,1
CUST1279,Barry Myers,54,Female,46796,66,Gold,4.6,1
CUST1280,Suzanne Sutton,24,Male,59611,59,Basic,2.8,0
CUST1281,Cassandra Howard,50,Male,41972,5,Basic,11.8,0
CUST1282,Stephen Porter,49,Female,37661,72,Basic,6.8,0
CUST1283,Kurt Lopez,44,Male,50492,74,Gold,12.6,0
CUST1284,Antonio Fisher,40,Female,76404,73,Basic,6.3,1
CUST1285,Melinda Schaefer,49,Male,80201,78,Platinum,10.3,0
CUST1286,Tina Stanton,60,Female,48135,42,Basic,3.4,0
CUST1287,James Washington,27,Male,64255,18,Basic,5.5,1
CUST1288,Judy Williams,64,Male,75292,25,Silver,10.1,0
CUST1289,Samantha Jordan,69,Male,74443,41,Basic,13.8,0
CUST1290,Nicole Jones,34,Female,62655,21,Basic,10.8,0
CUST1291,Edward Carpenter,67,Female,75925,57,Gold,8.4,1
CUST1292,Jaime Bryant,53,Female,61300,95,Silver,6.3,0
CUST1293,Manuel Burnett,35,Male,63579,52,Silver,3.1,0
CUST1294,Tina Kelly,30,Male,60894,56,Platinum,12.2,0
CUST1295,Mark Vargas,69,Female,75179,77,Basic,7.9,0
CUST1296,James Graves,31,Female,55463,50,Silver,7.8,1
CUST1297,Regina Davenport,23,Male,38751,54,Silver,7.9,0
CUST1298,Molly Cole,34,Female,84081,47,Gold,14.2,0
CUST1299,Rachel Clark,34,Male,72440,22,Basic,10.3,0
CUST1300,Antonio Love,29,Male,57775,51,Basic,6.2,0
CUST1301,Walter Hawkins,65,Male,63273,57,Gold,4.7,0
CUST1302,Gary Lowe,59,Female,46052,71,Silver,10.1,0
CUST1303,Daniel Edwards,51,Female,45121,70,Silver,6.5,0
CUST1304,Wendy Fitzpatrick,38,Female,41503,25,Platinum,14.7,0
CUST1305,Tina Moody,29,Male,70047,64,Basic,1.8,1
CUST1306,Nicholas Harris,48,Male,25138,87,Gold,7.0,0
CUST1307,Rachel Garcia,25,Male,69189,5,Gold,4.2,1
CUST1308,Linda Sanchez,52,Female,43137,75,Basic,6.4,0
CUST1309,Jose Perez,19,Female,73173,62,Silver,11.7,0
CUST1310,Carolyn Patton,39,Male,73518,96,Gold,11.1,0
CUST1311,Kevin Nelson,28,Male,29384,8,Gold,13.1,0
CUST1312,Mr. Eric Mills DDS,34,Female,51649,14,Silver,13.0,0
CUST1313,Daniel Williams,58,Female,73396,55,Gold,12.7,0
CUST1314,Michele Adams,38,Female,74393,14,Gold,4.3,1
CUST1315,Richard Mahoney,38,Female,30857,79,Silver,1.2,0
CUST1316,Jennifer Scott,40,Female,73013,32,Basic,12.7,0
CUST1317,Anthony Scott,51,Male,32698,66,Silver,11.5,1
CUST1318,Adam Turner,50,Female,50790,94,Silver,12.4,0
CUST1319,David Estrada,32,Female,65487,49,Basic,3.6,0
CUST1320,Kathryn Fields,29,Male,68047,76,Gold,6.6,0
CUST1321,Dana West,45,Male,66789,65,Silver,11.4,0
CUST1322,William Ortega,57,Male,79918,93,Silver,9.6,0
CUST1323,Theodore Hess,41,Male,70998,55,Silver,5.4,1
CUST1324,Emily Schneider,44,Female,56175,98,Basic,4.5,0
CUST1325,Sonia Williamson,46,Male,46876,25,Gold,5.7,0
CUST1326,Joanna Lowe,51,Female,78453,75,Basic,10.7,0
CUST1327,Frank Simpson,60,Male,33313,32,Basic,13.7,0
CUST1328,Thomas Thompson,26,Female,65121,83,Gold,2.0,0
CUST1329,Russell Baker,22,Male,52826,82,Gold,6.1,0
CUST1330,Katie Hughes,53,Female,41133,90,Platinum,8.3,0
CUST1331,Antonio Reeves,45,Male,86100,85,Gold,6.8,1
CUST1332,Tara Larson,54,Female,75111,69,Silver,10.2,0
CUST1333,James Ross,59,Male,55790,7,Platinum,1.4,1
CUST1334,George Powell,35,Male,62084,33,Gold,3.9,1
CUST1335,Keith Green,39,Female,66052,78,Basic,8.1,0
CUST1336,Adam Mejia MD,62,Female,76046,65,Platinum,4.4,0
CUST1337,Donna Arnold,55,Male,64209,20,Silver,2.3,1
CUST1338,Julie Potter,30,Male,71687,80,Silver,10.5,0
CUST1339,Charles Brown,59,Male,60434,58,Gold,6.9,0
CUST1340,Mark Wade,30,Female,52192,73,Basic,5.4,0
CUST1341,Emily Leon,62,Male,74117,32,Gold,13.9,0
CUST1342,Jessica Bradshaw,37,Female,55521,2,Basic,1.6,1
CUST1343,Timothy Perry,28,Male,61742,40,Basic,4.2,0
CUST1344,Nancy Duncan,55,Female,71853,48,Silver,3.5,1
CUST1345,Louis Smith,62,Female,58061,89,Platinum,6.3,0
CUST1346,Mason Mcmillan,69,Male,65879,53,Gold,9.9,0
CUST1347,Jonathan Stone,41,Female,59978,27,Platinum,2.3,1
CUST1348,Priscilla Gay,22,Male,53812,86,Platinum,14.8,0
CUST1349,Theresa Johnson,66,Male,49669,58,Gold,3.2,1
CUST1350,Shane Thompson,20,Female,91238,48,Silver,3.5,1
CUST1351,Jessica Cordova,65,Male,49948,10,Gold,5.5,0
CUST1352,William Koch,34,Male,57719,89,Silver,5.9,0
CUST1353,Dakota Collins,59,Male,36536,98,Silver,6.1,0
CUST1354,Christian Foster,69,Female,63679,70,Basic,14.4,1
CUST1355,Tricia Moore,28,Male,68924,76,Platinum,10.0,1
CUST1356,Martin Hernandez,46,Female,67517,75,Basic,9.7,1
CUST1357,Robin Smith,20,Male,72424,33,Gold,13.4,0
CUST1358,Cynthia Sanchez,37,Female,68120,30,Platinum,1.1,1
CUST1359,William Russell,56,Male,45606,34,Gold,8.7,0
CUST1360,James Burke,54,Female,71608,29,Gold,14.5,0
CUST1361,Jeremy Hunt,43,Male,23655,47,Platinum,13.9,0
CUST1362,Christina Moran,44,Male,49543,33,Gold,14.2,0
CUST1363,Elizabeth Williams,42,Male,40339,38,Basic,7.1,1
CUST1364,Michael Perez,36,Female,57979,65,Platinum,7.6,0
CUST1365,Dr. Joseph Maynard III,46,Male,87607,17,Basic,4.9,1
CUST1366,Dr. Jacob Gray,32,Female,77666,21,Silver,1.7,1
CUST1367,Sabrina Navarro,37,Female,77569,82,Silver,4.6,0
CUST1368,Ann Peterson,64,Male,51009,28,Silver,4.0,1
CUST1369,Kyle Valdez,48,Male,34362,63,Platinum,5.4,1
CUST1370,Caleb Fowler,21,Male,86138,1,Platinum,8.8,1
CUST1371,Daniel Schwartz,30,Male,40853,90,Platinum,6.9,0
CUST1372,Kathleen Jones,41,Female,38091,60,Gold,8.8,0
CUST1373,Jerry Arnold,60,Female,55883,49,Basic,11.2,1
CUST1374,Willie Porter,66,Male,78362,12,Platinum,5.1,1
CUST1375,Paula Tanner,43,Female,76653,12,Platinum,9.6,0
CUST1376,Mrs. Shannon Anderson,18,Female,78672,1,Gold,4.9,1
CUST1377,Austin Nielsen,68,Male,48780,2,Basic,13.5,1
CUST1378,Brian Kemp,23,Female,74665,93,Platinum,5.6,0
CUST1379,Michael Jacobs,19,Male,67830,54,Basic,3.6,0
CUST1380,Robert Wilson,52,Male,68899,81,Basic,13.1,0
CUST1381,Nicholas Hernandez,52,Female,67203,51,Platinum,8.8,0
CUST1382,Matthew Mckenzie,53,Male,44061,63,Gold,10.3,0
CUST1383,Lindsey Graham,31,Female,70394,1,Basic,11.9,0
CUST1384,Alison Pacheco,68,Male,29847,39,Gold,8.7,0
CUST1385,Randy Clarke,67,Male,78260,94,Silver,11.8,0
CUST1386,Sara Wright,26,Male,63066,24,Silver,12.8,0
CUST1387,Joshua Williams,40,Female,75589,63,Basic,14.5,0
CUST1388,Jason Kent,26,Male,27037,62,Basic,1.7,0
CUST1389,Douglas Poole,69,Male,53955,51,Platinum,8.2,0
CUST1390,Sheryl Harris,57,Female,76240,31,Basic,2.9,1
CUST1391,Julia Archer,19,Male,64208,80,Silver,12.7,0
CUST1392,David Flores,25,Female,45848,44,Platinum,3.2,0
CUST1393,Megan Riley,37,Male,83632,25,Basic,8.1,0
CUST1394,Bryan Moreno,39,Male,93398,82,Silver,10.2,0
CUST1395,Jeffrey Stein,66,Male,63533,24,Gold,14.6,0
CUST1396,Allison Gilmore,61,Male,69070,43,Basic,6.8,0
CUST1397,Jason Jones,30,Female,49903,95,Basic,8.0,0
CUST1398,Juan Johnson,54,Female,61665,59,Basic,5.9,0
CUST1399,Bruce Coleman,64,Female,52748,4,Gold,2.5,1
CUST1400,Toni Long,40,Male,52516,86,Platinum,14.4,0
CUST1401,Ronald Smith,22,Female,50480,24,Gold,3.1,1
